                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.94248,                 2.6395,                0.99841,                0.44781,                0.18945,                0.14977,                 0.1151,                0.86022,                 2.3301,                0.97211,               0.066847,              0.0001666,              0.0001666
                      2,                0.77715,                 1.4189,                0.94334,                0.43798,                0.37372,                0.35007,                0.27553,                0.80982,                 1.3964,                0.96681,               0.033516,              0.0001683,              0.0001683
