                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.95242,                 2.8321,                 1.0155,                0.35588,                0.21116,                0.13104,                0.10364,                0.90315,                 2.2594,                 1.0201,               0.066847,              0.0001666,              0.0001666
