epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,178.622,0.94594,2.70203,1.001,0.4137,0.18361,0.18313,0.14466,0.90155,1.90552,1.01273,0.0668472,0.000166597,0.000166597
2,342.22,0.81883,1.4424,0.95776,0.52783,0.42681,0.43332,0.34337,0.82532,1.33196,0.97057,0.0336273,0.000279941,0.000279941
